obi1,obi3,obi5,microprice_dev_ticks,bid_volume1,ask_volume1,d_bid_volume1,d_ask_volume1,spread_ticks,direction,event_exchange_ts_ns,event_index,volume_delta_1,turnover_delta_1,mid_ret_1,obi_mean_1,obi_change_1,microprice_dev_mean_1,volatility_1,update_speed_1,volume_delta_2,turnover_delta_2,mid_ret_2,obi_mean_2,obi_change_2,microprice_dev_mean_2,volatility_2,update_speed_2,volume_delta_3,turnover_delta_3,mid_ret_3,obi_mean_3,obi_change_3,microprice_dev_mean_3,volatility_3,update_speed_3,volume_delta_5,turnover_delta_5,mid_ret_5,obi_mean_5,obi_change_5,microprice_dev_mean_5,volatility_5,update_speed_5,volume_delta_10,turnover_delta_10,mid_ret_10,obi_mean_10,obi_change_10,microprice_dev_mean_10,volatility_10,update_speed_10
-0.20958083832335328,-0.08196721311475409,-0.04563233376792699,-0.1047904191618727,66,101,0.0,0.0,1.0,1,1789695003500000000,12,0.0,0.0,0.0,-0.20958083832335328,0.0,-0.1047904191618727,,,2.0,4601.0,0.0,-0.20958083832335328,0.2904191616766467,-0.1047904191618727,0.0,4.0,2.0,4601.0,0.0,-0.3063872255489022,0.2904191616766467,-0.1531936127745818,0.0,6.0,4.0,9202.0,0.0,-0.39394469487990313,0.3409809594294557,-0.19697234743998707,0.0,5.0,8.0,18404.0,0.0,-0.24401962843881422,-0.10298185355177968,-0.12200981421938195,0.0,4.0
-0.021897810218978103,-0.007556675062972292,-0.004070556309362279,-0.010948905109671614,67,70,0.0,0.0,1.0,-1,1789695005000000000,18,0.0,0.0,0.0,-0.021897810218978103,0.0,-0.010948905109671614,,,1.0,2300.5,0.0,-0.021897810218978103,0.42932170197614383,-0.010948905109671614,0.0,4.0,1.0,2300.5,0.0,-0.16500504421102605,0.42932170197614383,-0.08250252210564213,0.0,6.0,2.0,4601.0,0.0,-0.17538554282702618,-0.09120474091204742,-0.08769277141364,0.0,5.0,10.0,23005.0,1.0,-0.2226782460088768,0.5286639875338309,-0.11133912300456358,0.31622776601683794,4.0
0.2786885245901639,0.11512415349887133,0.06513409961685823,0.13934426229525343,117,66,0.0,0.0,1.0,1,1789695008500000000,32,0.0,0.0,0.0,0.2786885245901639,0.0,0.13934426229525343,,,2.0,4601.0,0.0,0.2786885245901639,0.4716709807305148,0.13934426229525343,0.0,4.0,2.0,4601.0,0.0,0.12146486434665899,0.4716709807305148,0.060732432173457106,0.0,6.0,4.0,9202.0,0.0,0.05973697283447067,0.15141579731743665,0.029868486417308306,0.0,5.0,10.0,23005.0,0.0,0.0012451578494109272,0.2310694769711163,0.0006225789246855129,0.0,4.0
0.09523809523809523,0.031088082901554404,0.01652892561983471,0.047619047619264165,69,57,0.0,0.0,1.0,-1,1789695010000000000,38,0.0,0.0,0.0,0.09523809523809523,0.0,0.047619047619264165,,,1.0,2300.5,0.0,0.09523809523809523,0.14708994708994708,0.047619047619264165,0.0,4.0,1.0,2300.5,0.0,0.04620811287477954,0.14708994708994708,0.02310405643750831,0.0,6.0,2.0,4601.0,0.0,0.025805201579849467,0.05298457411133467,0.012902600789948338,0.0,5.0,10.0,23005.0,1.0,0.03426916659256339,-0.03203463203463203,0.017134583296319762,0.31622776601683794,4.0
-0.23497267759562843,-0.09706546275395034,-0.05491698595146871,-0.11748633879778936,70,113,0.0,0.0,1.0,1,1789695013500000000,52,0.0,0.0,0.0,-0.23497267759562843,0.0,-0.11748633879778936,,,2.0,4601.0,0.0,-0.23497267759562843,-0.27068696330991415,-0.11748633879778936,0.0,4.0,2.0,4601.0,0.0,-0.14474368982565702,-0.27068696330991415,-0.072371844912747,0.0,6.0,4.0,9202.0,0.0,-0.15007372712290742,0.11687917425622343,-0.07503686356139952,0.0,5.0,12.0,27606.0,0.0,-0.08548644357625113,-0.3666799946687992,-0.04274322178807779,0.0,4.0
-0.2542372881355932,-0.07936507936507936,-0.04178272980501393,-0.12711864406765017,44,74,0.0,0.0,1.0,-1,1789695015000000000,58,0.0,0.0,0.0,-0.2542372881355932,0.0,-0.12711864406765017,,,1.0,2300.5,0.0,-0.2542372881355932,-0.42193915148963046,-0.12711864406765017,0.0,4.0,1.0,2300.5,0.0,-0.11359090430571639,-0.42193915148963046,-0.05679545215283118,0.0,6.0,2.0,4601.0,0.0,-0.026521684363489402,-0.29469971588125793,-0.013260842181807675,0.0,5.0,10.0,23005.0,1.0,-0.049066277783446785,0.09761456371625865,-0.024533138891729322,0.3162277660168379,4.0
-0.1386861313868613,-0.04785894206549118,-0.025780189959294438,-0.06934306569337423,59,78,0.0,0.0,1.0,1,1789695018500000000,72,0.0,0.0,0.0,-0.1386861313868613,0.0,-0.06934306569337423,,,2.0,4601.0,0.0,-0.1386861313868613,0.010567599956422258,-0.06934306569337423,0.0,4.0,2.0,4601.0,0.0,-0.1422086647056687,0.010567599956422258,-0.07110433235281259,0.0,6.0,4.0,9202.0,0.0,-0.16926399540652332,0.13175412018546573,-0.08463199770321808,0.0,5.0,9.0,20704.5,0.0,-0.20030933702572346,0.0613138686131387,-0.10015466851282326,0.0,4.0
-0.36936936936936937,-0.1105121293800539,-0.057665260196905765,-0.18468468468472565,35,76,0.0,0.0,1.0,-1,1789695020000000000,78,0.0,0.0,0.0,-0.36936936936936937,0.0,-0.18468468468472565,,,1.0,2300.5,0.0,-0.36936936936936937,-0.28862402775446255,-0.18468468468472565,0.0,4.0,1.0,2300.5,0.0,-0.2731613601178819,-0.28862402775446255,-0.1365806800589174,0.0,6.0,2.0,4601.0,0.0,-0.15782366217148822,-0.4804804804804805,-0.0789118310856793,0.0,5.0,10.0,23005.0,1.0,-0.12538869252066204,-0.09892911779704233,-0.06269434626028669,0.3162277660168379,4.0
0.20930232558139536,0.08333333333333333,0.046632124352331605,0.10465116279056019,104,68,0.0,0.0,1.0,1,1789695023500000000,92,0.0,0.0,0.0,0.20930232558139536,0.0,0.10465116279056019,,,2.0,4601.0,0.0,0.20930232558139536,-0.1680561649846424,0.10465116279056019,0.0,4.0,2.0,4601.0,0.0,0.2653210472429428,-0.1680561649846424,0.1326605236213254,0.0,6.0,4.0,9202.0,0.0,0.34937020881191444,-0.36422708618331046,0.17468510440585305,0.0,5.0,8.0,18404.0,0.0,0.2452196996091522,-0.3479495828155512,0.12260984980457579,0.0,4.0
0.3217391304347826,0.09866666666666667,0.05174825174825175,0.1608695652175811,76,39,0.0,0.0,1.0,-1,1789695025000000000,98,0.0,0.0,0.0,0.3217391304347826,0.0,0.1608695652175811,,,1.0,2300.5,0.0,0.3217391304347826,0.09593267882187936,0.1608695652175811,0.0,4.0,1.0,2300.5,0.0,0.28976157082748943,0.09593267882187936,0.14488078541383706,0.0,6.0,2.0,4601.0,0.0,0.1874392854506533,0.47963386727688784,0.09371964272531841,0.0,5.0,10.0,23005.0,1.0,0.19526233227060272,-0.25179028132992326,0.09763116613521561,0.3162277660168379,4.0
